Hospital Name,QuVa Customer,Definitive ID,Final Tier,Beds,IDN,IDN Final Tier,Definitive IDN ID,City,State,Zip Code,GPO Affiliations,Zip_Code,Longitude,Latitude
Williamson Medical Center,True,3837,B,185.0,,,-1,FRANKLIN,TN,37067,Vizient,37067,-86.7655,35.9121
Rolling Hills Hospital,False,542078,C,120.0,Universal Health Services,A,7055,FRANKLIN,TN,37067,Premier Inc,37067,-86.7655,35.9121
Monroe Carell Jr Childrens Hospital Vanderbilt at Williamson Medical Center,False,843021,D,158.0,,,-1,FRANKLIN,TN,37067,,37067,-86.7655,35.9121
Hunt Regional Medical Center,True,4049,B,161.0,,,-1,GREENVILLE,TX,75401,"Intalere (FKA: Amerinet), Magnet Group, Health Resource Services",75401,-96.1304,33.1854
Glen Oaks Hospital,False,5905,C,54.0,Universal Health Services,A,7055,GREENVILLE,TX,75401,Premier Inc,75401,-96.1304,33.1854
Beauregard Memorial Hospital,True,1735,C,53.0,,,-1,DERIDDER,LA,70634,"Louisiana Rural Hospital Coalition, Vizient",70634,-93.2685,30.8287
Oceans Behavioral Hospital Of Deridder,False,5707,D,20.0,Oceans Healthcare,C,7089,DERIDDER,LA,70634,Intalere (FKA: Amerinet),70634,-93.2685,30.8287
Southwest Mississippi Regional Medical Center,True,2308,B,160.0,Southwest Health System,C,826421,MCCOMB,MS,39648,"Vizient, Intalere (FKA: Amerinet), Managed Healthcare Associates (MHA)",39648,-90.4016,31.1769
Highland Community Hospital,True,2305,C,60.0,Forrest Health,C,581767,PICAYUNE,MS,39466,"Intalere (FKA: Amerinet), Vizient",39466,-89.691,30.5418
Community Hospital North,True,1354,A,314.0,Community Health Network (Indianapolis IN),B,550058,INDIANAPOLIS,IN,46256,Vizient,46256,-86.0094,39.8977
Fairbanks,False,5215,D,86.0,,,-1,INDIANAPOLIS,IN,46256,,46256,-86.0094,39.8977
Community Rehabilitation Hospital,False,764523,C,60.0,Community Health Network (Indianapolis IN),B,550058,INDIANAPOLIS,IN,46256,Vizient,46256,-86.0094,39.8977
Community Hospital East,True,1361,A,315.0,Community Health Network (Indianapolis IN),B,550058,INDIANAPOLIS,IN,46219,Vizient,46219,-86.0495,39.7821
Regional One Medical Center (Regional One Health Hospital),True,3813,B,326.0,Regional One Health,C,800694,MEMPHIS,TN,38103,"Vizient, McKesson Pharmaceutical, Premier Inc",38103,-90.04799999999999,35.144
Regional One Health Extended Care Hospital,False,800695,D,24.0,Regional One Health,C,800694,MEMPHIS,TN,38103,"Premier Inc, Vizient",38103,-90.04799999999999,35.144
Memphis Mental Health Institute,False,5452,C,55.0,Tennessee Department of Mental Health and Substance Abuse,D,842979,MEMPHIS,TN,38103,Premier Inc,38103,-90.04799999999999,35.144
Le Bonheur Childrens Hospital,False,542184,D,158.0,Methodist Healthcare (AKA: Methodist Le Bonheur Healthcare),C,7121,MEMPHIS,TN,38103,"HealthTrust Purchasing Group (HPG), AmerisourceBergen",38103,-90.04799999999999,35.144
Washington Hospital,True,298,A,289.0,,,-1,FREMONT,CA,94538,Vizient,94538,-121.9712,37.5308
Fremont Hospital,False,5824,B,148.0,Universal Health Services,A,7055,FREMONT,CA,94538,Premier Inc,94538,-121.9712,37.5308
Kaiser Permanente - Fremont Medical Center,False,582530,B,156.0,Kaiser Permanente - Northern California Region,A,845347,FREMONT,CA,94538,"Vizient, National Capital Area Shared Services Inc",94538,-121.9712,37.5308
Adena Regional Medical Center,True,3221,B,189.0,Adena Health System,C,274298,CHILLICOTHE,OH,45601,"Intalere (FKA: Amerinet), Vizient, Vizient - Excelerate Strategic Health Sourcing",45601,-82.9895,39.338
Chillicothe VA Medical Center,False,3220,D,156.0,Veterans Integrated Service Network 10 (VISN 10 - FKA VA Healthcare System Of Ohio),C,541804,CHILLICOTHE,OH,45601,Department of Veterans Affairs,45601,-82.9895,39.338
Riverwood Healthcare Center,True,2118,D,25.0,,,-1,AITKIN,MN,56431,"Premier Inc, Vizient",56431,-93.6454,46.4799
Ascension St Vincents East,True,68,C,345.0,Ascension St Vincents Health System,D,274339,BIRMINGHAM,AL,35235,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),35235,-86.6493,33.6328
Noland Hospital Birmingham,False,5173,C,45.0,Noland Health Services,D,7227,BIRMINGHAM,AL,35235,"Intalere (FKA: Amerinet), Vizient",35235,-86.6493,33.6328
Carilion Roanoke Memorial Hospital (CRMH),True,4338,A,703.0,Carilion Clinic,A,4752,ROANOKE,VA,24014,Premier Inc,24014,-79.9463,37.2327
Carilion Childrens Hospital,False,553311,A,158.0,Carilion Clinic,A,4752,ROANOKE,VA,24014,"Vizient, Premier Inc",24014,-79.9463,37.2327
St Mary Medical Center Long Beach,True,368,A,571.0,Dignity Health (FKA Catholic Healthcare West),A,4698,LONG BEACH,CA,90813,"Dignity Health Purchasing Network (DHPN), Premier Inc, McKesson Pharmaceutical, Afaxys, Greenhealth Exchange, Provista, Vizient",90813,-118.1835,33.782
California Hospital Medical Center,True,371,A,571.0,Dignity Health (FKA Catholic Healthcare West),A,4698,LOS ANGELES,CA,90015,"Dignity Health Purchasing Network (DHPN), Afaxys, Premier Inc, Greenhealth Exchange, Provista, Vizient",90015,-118.2716,34.0434
Northern Montana Hospital,True,2465,B,184.0,,,-1,HAVRE,MT,59501,"Northcentral Montana Healthcare Alliance, Vizient, Managed Healthcare Associates (MHA)",59501,-109.68799999999999,48.5561
Deaconess Gateway Hospital,True,542214,B,158.0,Deaconess Health System,B,542213,NEWBURGH,IN,47630,"Intalere (FKA: Amerinet), Vizient",47630,-87.3938,37.9637
The Heart Hospital At Deaconess Gateway LLC,False,1400,C,24.0,Deaconess Health System,B,542213,NEWBURGH,IN,47630,Vizient,47630,-87.3938,37.9637
Womens Hospital (AKA Deaconess Womens Hospital),False,1402,C,74.0,Deaconess Health System,B,542213,NEWBURGH,IN,47630,Vizient,47630,-87.3938,37.9637
Brentwood Springs (FKA Brentwood Meadows),False,552475,D,48.0,Springstone Inc,C,842974,NEWBURGH,IN,47630,,47630,-87.3938,37.9637
Deaconess Orthopedic and Neuroscience Hospital (Opening Spring 2018),False,963422,D,156.0,Deaconess Health System,B,542213,NEWBURGH,IN,47630,,47630,-87.3938,37.9637
St Marys Orthopedic Hospital (Opening Fall 2018),False,902791,D,156.0,St Vincent Health,C,274347,NEWBURGH,IN,47630,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),47630,-87.3938,37.9637
Deaconess Hospital,True,1394,B,483.0,Deaconess Health System,B,542213,EVANSVILLE,IN,47747,Vizient,47747,-87.575,37.9971
Memorial Medical Center,True,1260,B,476.0,Memorial Health System (Springfield IL),B,4682,SPRINGFIELD,IL,62781,"Vizient, Intalere (FKA: Amerinet)",62781,-89.60600000000001,39.7495
Hiawatha Community Hospital,False,1525,D,25.0,,,-1,HIAWATHA,KS,66434,Vizient,66434,-95.6004,39.7914
Vail Health (FKA: Vail Valley Medical Center),True,667,C,56.0,,,-1,VAIL,CO,81657,Vizient,81657,-106.3234,39.6512
Sentara Princess Anne Hospital,True,550099,A,160.0,Sentara Healthcare,A,4723,VIRGINIA BEACH,VA,23456,"Intalere (FKA: Amerinet), Vizient",23456,-76.0359,36.7341
Sentara Virginia Beach General Hospital,True,4343,A,160.0,Sentara Healthcare,A,4723,VIRGINIA BEACH,VA,23454,"Intalere (FKA: Amerinet), Vizient",23454,-76.0237,36.8282
Virginia Beach Psychiatric Center,False,5655,B,100.0,Universal Health Services,A,7055,VIRGINIA BEACH,VA,23454,Premier Inc,23454,-76.0237,36.8282
Medical West Hospital,True,72,B,231.0,UAB Medicine,A,7008,BESSEMER,AL,35022,"Intalere (FKA: Amerinet), Vizient",35022,-86.9657,33.3224
ThedaCare Regional Medical Center- Appleton (FKA: Appleton Medical Center),True,4546,B,147.0,ThedaCare,B,7030,APPLETON,WI,54911,Vizient,54911,-88.3976,44.2773
ThedaCare Medical Center - Wild Rose (FKA: Wild Rose Community Memorial Hospital),True,4592,B,147.0,ThedaCare,B,7030,WILD ROSE,WI,54984,"HealthTrust Purchasing Group (HPG), Intalere (FKA: Amerinet)",54984,-89.1953,44.1834
Lyndon Baines Johnson Hospital,True,274187,C,158.0,Harris Health System (FKA: Harris County Hospital District),D,4015,HOUSTON,TX,77026,"Premier Inc, Vizient",77026,-95.3288,29.7972
Mayo Clinic Hospital - Rochester (St Marys Hospital),True,2191,A,1297.0,Mayo Clinic Health System,A,7104,ROCHESTER,MN,55902,Vizient,55902,-92.4835,44.0032
Mayo Clinic Hospital - Rochester (Methodist Hospital),True,2192,B,158.0,Mayo Clinic Health System,A,7104,ROCHESTER,MN,55902,Vizient,55902,-92.4835,44.0032
Mayo Clinic Hospital - Mayo Psychiatric & Psychology Treatment Center,False,5164,B,158.0,Mayo Clinic Health System,A,7104,ROCHESTER,MN,55902,Vizient,55902,-92.4835,44.0032
Mayo Clinic - Arizona,True,178,A,1297.0,Mayo Clinic Health System,A,7104,PHOENIX,AZ,85054,Vizient,85054,-111.9461,33.6731
INTEGRIS Miami Hospital (FKA: INTEGRIS Baptist Regional Health Center),True,3344,C,114.0,INTEGRIS Health,A,4899,MIAMI,OK,74354,"Intalere (FKA: Amerinet), Vizient",74354,-94.8719,36.8764
Willow Crest Hospital,False,552490,D,156.0,,,-1,MIAMI,OK,74354,,74354,-94.8719,36.8764
Women & Infants Hospital of Rhode Island,True,3604,B,247.0,Care New England,C,7190,PROVIDENCE,RI,2905,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc",2905,-71.3959,41.7845
Cheshire Medical Center/Dartmouth-Hitchcock Keene (CMC/DHK),True,2617,B,113.0,Dartmouth-Hitchcock Health,B,7107,KEENE,NH,3431,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Afaxys, Greenhealth Exchange, Provista",3431,-72.2955,42.9627
Signature Healthcare Brockton Hospital,True,1963,B,209.0,,,-1,BROCKTON,MA,2302,"Magnet Group, Vizient, Premier Inc",2302,-71.0002,42.0847
Sentara Obici Hospital,True,4342,A,250.0,Sentara Healthcare,A,4723,SUFFOLK,VA,23439,"Intalere (FKA: Amerinet), Vizient",23439,-76.6653,36.7461
Sentara Careplex Hospital,True,4317,A,250.0,Sentara Healthcare,A,4723,HAMPTON,VA,23666,"Intalere (FKA: Amerinet), Vizient",23666,-76.4096,37.0462
Riverside Behavioral Center,False,6036,B,79.0,Riverside Health System,A,4741,HAMPTON,VA,23666,Premier Inc,23666,-76.4096,37.0462
Orthopaedic Hospital At Sentara Careplex,False,553303,A,158.0,Sentara Healthcare,A,4723,HAMPTON,VA,23666,Vizient,23666,-76.4096,37.0462
Sentara Leigh Hospital,True,4330,A,250.0,Sentara Healthcare,A,4723,NORFOLK,VA,23502,Vizient,23502,-76.2143,36.8546
Lake Taylor Transitional Care Hospital,False,5279,A,296.0,,,-1,NORFOLK,VA,23502,"Premier Inc, Intalere (FKA: Amerinet), Provista, Vizient",23502,-76.2143,36.8546
Kempsville Center for Behavioral Health,False,840509,D,156.0,,,-1,NORFOLK,VA,23502,HealthTrust Purchasing Group (HPG),23502,-76.2143,36.8546
Ochsner Hancock Medical Center (FKA: Hancock Medical Center),True,2266,C,102.0,Ochsner Health System,A,4868,BAY SAINT LOUIS,MS,39520,"Intalere (FKA: Amerinet), Vizient",39520,-89.4632,30.2956
Novant Health Forsyth Medical Center  (FKA: Forsyth Memorial Hospital),True,2977,B,921.0,Novant Health,A,4736,WINSTON SALEM,NC,27103,"Vizient, McKesson Pharmaceutical",27103,-80.3025,36.0671
Novant Health Medical Park Hospital (FKA: Medical Park Hospital),True,2975,B,22.0,Novant Health,A,4736,WINSTON SALEM,NC,27103,"ChoiceHealth (Subsidiary of Novant Health), Vizient",27103,-80.3025,36.0671
Winston-Salem Rehabilitation Hospital (Opening Fall 2018),False,946665,C,156.0,Encompass Health Corporation (FKA HealthSouth),B,7277,WINSTON SALEM,NC,27103,Vizient,27103,-80.3025,36.0671
Haley Veterans Hospital,False,819,C,921.0,VA Sunshine Healthcare Network (VISN 8),C,541802,TAMPA,FL,33612,Department of Veterans Affairs,33612,-82.45,28.0502
Moffitt Cancer Center (AKA H Lee Moffitt Cancer Center & Research Institute),False,818,B,206.0,,,-1,TAMPA,FL,33612,Premier Inc,33612,-82.45,28.0502
Shriners Hospitals for Children - Tampa,False,274399,B,156.0,Shriners Hospitals For Children,A,274254,TAMPA,FL,33612,Vizient,33612,-82.45,28.0502
Cape Regional Medical Center (AKA: Cape Regional Health System),True,2654,C,149.0,,,-1,CAPE MAY COURT HOUSE,NJ,8210,"HGP Group, Magnet Group, Vizient, Provista",8210,-74.7806,39.1378
MaineGeneral Medical Center - Alfond Center for Health (FKA: MaineGeneral Medical Center - Augusta Campus),True,1854,B,192.0,Maine General Health,C,551561,AUGUSTA,ME,4330,"Magnet Group, Vizient",4330,-69.7665,44.3232
Riverview Psychiatric Hospital,False,5084,D,92.0,,,-1,AUGUSTA,ME,4330,,4330,-69.7665,44.3232
VA Maine Medical Center (Togus VA Medical Center),False,125,D,156.0,VA New England Healthcare System (VISN 1),C,541795,AUGUSTA,ME,4330,Department of Veterans Affairs,4330,-69.7665,44.3232
Sentara Norfolk General Hospital,True,4329,A,524.0,Sentara Healthcare,A,4723,NORFOLK,VA,23507,"Intalere (FKA: Amerinet), Vizient",23507,-76.3004,36.8645
Childrens Hospital of the Kings Daughters,False,5001,A,206.0,,,-1,NORFOLK,VA,23507,"Intalere (FKA: Amerinet), Vizient",23507,-76.3004,36.8645
Hospital For Extended Recovery,False,5628,C,35.0,Sentara Healthcare,A,4723,NORFOLK,VA,23507,Vizient,23507,-76.3004,36.8645
Sentara Heart Hospital,False,553302,A,158.0,Sentara Healthcare,A,4723,NORFOLK,VA,23507,"Intalere (FKA: Amerinet), Vizient",23507,-76.3004,36.8645
MedStar Franklin Square Medical Center,True,1883,B,374.0,MedStar Health,A,4722,ROSEDALE,MD,21237,"Intalere (FKA: Amerinet), Vizient",21237,-76.5014,39.3361
Mt Ascutney Hospital and Health Center,True,4256,C,35.0,Dartmouth-Hitchcock Health,B,7107,WINDSOR,VT,5089,"Intalere (FKA: Amerinet), Vizient, Afaxys, Greenhealth Exchange, Provista",5089,-72.411,43.476000000000006
Bridgeport Hospital,True,712,B,359.0,Yale New Haven Health System,A,4767,BRIDGEPORT,CT,6610,"Magnet Group, Vizient",6610,-73.1688,41.2005
Greater Bridgeport Community Mental Health Center,False,6352,D,62.0,Connecticut Department of Mental Health & Addiction Services (AKA: Connecticut Department of Mental Health),D,274078,BRIDGEPORT,CT,6610,Magnet Group,6610,-73.1688,41.2005
Yale New Haven Hospital,True,731,B,1540.0,Yale New Haven Health System,A,4767,NEW HAVEN,CT,6510,"Magnet Group, Vizient, Premier Inc",6510,-72.9271,41.3087
Smilow Cancer Hospital At Yale New Haven,False,550176,C,158.0,Yale New Haven Health System,A,4767,NEW HAVEN,CT,6510,Vizient,6510,-72.9271,41.3087
Lawrence & Memorial Hospital,False,737,B,251.0,Yale New Haven Health System,A,4767,NEW LONDON,CT,6320,"Magnet Group, Vizient",6320,-72.1062,41.3507
Maine Medical Center,True,1848,A,637.0,MaineHealth,A,4743,PORTLAND,ME,4102,"Magnet Group, Vizient, Intalere (FKA: Amerinet)",4102,-70.2898,43.6602
New England Rehabilitation Hospital of Portland,False,5521,C,90.0,Encompass Health Corporation (FKA HealthSouth),B,7277,PORTLAND,ME,4102,"Magnet Group, Vizient",4102,-70.2898,43.6602
Mercy Hospital Fore River Campus,False,574783,B,158.0,Mercy Health System of Maine,C,274311,PORTLAND,ME,4102,"Intalere (FKA: Amerinet), Vizient",4102,-70.2898,43.6602
Falmouth Hospital,True,1922,A,259.0,Cape Cod Healthcare,C,7189,FALMOUTH,MA,2540,"Intalere (FKA: Amerinet), Magnet Group, Vizient",2540,-70.6217,41.5648
Cape Cod Hospital,True,1921,A,259.0,Cape Cod Healthcare,C,7189,HYANNIS,MA,2601,"Intalere (FKA: Amerinet), Magnet Group, Vizient",2601,-70.2967,41.6601
Aspirus Riverview Hospital & Clinics (FKA: Riverview Hospital Association),True,4597,C,45.0,Aspirus System (FKA: Community Health Care Inc),B,274276,WISCONSIN RAPIDS,WI,54494,Vizient,54494,-89.8062,44.3758
Lakeland Regional Medical Center (AKA Lakeland Regional Health),True,912,B,831.0,Orlando Health,B,7268,LAKELAND,FL,33805,"Vizient, Healthcare Purchasing Alliance (HPA), Resource Optimization and Innovation (ROi)",33805,-81.9609,28.072
Marthas Vineyard Hospital,False,1930,D,25.0,Partners HealthCare,A,7001,OAK BLUFFS,MA,2557,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc",2557,-70.562,41.4543
Southern Maine Medical Center,True,1873,B,214.0,MaineHealth,A,4743,BIDDEFORD,ME,4005,"Vizient, Intalere (FKA: Amerinet)",4005,-70.4883,43.4935
Stephens Memorial Hospital,True,1859,D,25.0,MaineHealth,A,4743,NORWAY,ME,4268,"Intalere (FKA: Amerinet), Vizient",4268,-70.5601,44.2127
Waldo County General Hospital,True,1869,D,25.0,MaineHealth,A,4743,BELFAST,ME,4915,"Intalere (FKA: Amerinet), Magnet Group, Vizient",4915,-69.0148,44.4354
Griffin Hospital,True,734,D,117.0,,,-1,DERBY,CT,6418,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),6418,-73.08,41.3229
NorthBay Medical Center,True,609,A,182.0,NorthBay Healthcare,C,7060,FAIRFIELD,CA,94533,"Magnet Group, Vizient",94533,-122.0357,38.2671
University Of Washington Medical Center,True,4374,B,442.0,University of Washington (UW) Medicine,A,274119,SEATTLE,WA,98195,"Vizient, Premier Inc",98195,-122.3048,47.6564
Harborview Medical Center,True,4369,B,442.0,University of Washington (UW) Medicine,A,274119,SEATTLE,WA,98104,"Vizient, Premier Inc",98104,-122.3256,47.6036
Methodist Hospital Of Southern California,True,389,A,366.0,,,-1,ARCADIA,CA,91007,Vizient,91007,-118.0515,34.1243
Massachusetts General Hospital,False,1973,A,1011.0,Partners HealthCare,A,7001,BOSTON,MA,2114,"Intalere (FKA: Amerinet), Magnet Group, Vizient",2114,-71.0682,42.3611
Massachusetts Eye And Ear Infirmary,False,1974,C,41.0,,,-1,BOSTON,MA,2114,"Intalere (FKA: Amerinet), Magnet Group, Vizient",2114,-71.0682,42.3611
Shriners Hospitals for Children - Boston,False,274382,B,156.0,Shriners Hospitals For Children,A,274254,BOSTON,MA,2114,Vizient,2114,-71.0682,42.3611
Community Memorial Hospital San Buenaventura,True,635,A,201.0,Community Memorial Health System (Ventura CA),C,274258,VENTURA,CA,93003,Vizient,93003,-119.2222,34.2846
Ventura County Medical Center,False,632,A,272.0,Ventura County Health Care Agency,C,764477,VENTURA,CA,93003,"Intalere (FKA: Amerinet), Premier Inc",93003,-119.2222,34.2846
Saint Francis Hospital South,True,3365,B,158.0,Saint Francis Health System,B,7235,TULSA,OK,74133,Premier Inc,74133,-95.8841,36.0467
Cancer Treatment Centers of America at Southwestern Regional Medical Center,False,3362,B,40.0,Cancer Treatment Centers of America,D,7188,TULSA,OK,74133,"Intalere (FKA: Amerinet), Magnet Group, Vizient",74133,-95.8841,36.0467
Hillcrest Hospital South (FKA Southcrest Hospital),False,3363,D,180.0,Hillcrest Healthcare System,D,541949,TULSA,OK,74133,HealthTrust Purchasing Group (HPG),74133,-95.8841,36.0467
Shadow Mountain Behavioral Health System,False,581807,D,60.0,Universal Health Services,A,7055,TULSA,OK,74133,HealthTrust Purchasing Group (HPG),74133,-95.8841,36.0467
PAM Rehabilitation Hospital of Tulsa,False,928179,D,156.0,Post Acute Medical,C,577429,TULSA,OK,74133,,74133,-95.8841,36.0467
Beth Israel Deaconess Hospital - Milton (FKA: Milton Hospital),True,1959,B,88.0,Beth Israel Deaconess Health System,B,7011,MILTON,MA,2186,"Magnet Group, Vizient, Intalere (FKA: Amerinet)",2186,-71.0771,42.2537
CarolinaEast Medical Center,True,2962,A,301.0,,,-1,NEW BERN,NC,28561,Vizient,28561,-77.0759,35.1037
Boston Childrens Hospital,True,1979,A,415.0,,,-1,BOSTON,MA,2115,"Intalere (FKA: Amerinet), Magnet Group, Vizient",2115,-71.0922,42.3427
Brigham and Womens Hospital,True,1969,B,763.0,Partners HealthCare,A,7001,BOSTON,MA,2115,Vizient,2115,-71.0922,42.3427
Beth Israel Deaconess Hospital - Plymouth,True,1964,B,164.0,Beth Israel Deaconess Health System,B,7011,PLYMOUTH,MA,2360,"Magnet Group, Vizient, Intalere (FKA: Amerinet)",2360,-70.642,41.9104
Inland Hospital,True,1855,C,46.0,Eastern Maine Healthcare System (EMHS),B,7126,WATERVILLE,ME,4901,"Intalere (FKA: Amerinet), Vizient",4901,-69.6178,44.5543
Great Plains Regional Medical Center,True,3255,C,52.0,,,-1,ELK CITY,OK,73644,Vizient,73644,-99.4211,35.4104
Dartmouth-Hitchcock Medical Center,True,2625,B,402.0,Dartmouth-Hitchcock Health,B,7107,LEBANON,NH,3756,"Intalere (FKA: Amerinet), Vizient, Afaxys, Greenhealth Exchange, Provista",3756,-72.2518,43.6423
Childrens Hospital at Dartmouth,False,553352,A,158.0,Dartmouth-Hitchcock Health,B,7107,LEBANON,NH,3756,"Vizient, Afaxys, Greenhealth Exchange, Provista",3756,-72.2518,43.6423
Valley Regional Hospital,True,2639,D,25.0,,,-1,CLAREMONT,NH,3743,"Intalere (FKA: Amerinet), Magnet Group, Vizient",3743,-72.3422,43.3679
Rutland Regional Medical Center,True,4251,B,124.0,,,-1,RUTLAND,VT,5701,Vizient,5701,-72.9708,43.6141
MedStar Good Samaritan Hospital,True,1912,B,236.0,MedStar Health,A,4722,BALTIMORE,MD,21239,Vizient,21239,-76.5891,39.361
Hamilton Medical Center (AKA Hamilton Health System),True,1068,B,272.0,,,-1,DALTON,GA,30720,Vizient,30720,-84.9875,34.7635
South Shore Hospital (AKA South Shore Health),True,1960,A,368.0,,,-1,SOUTH WEYMOUTH,MA,2190,Vizient,2190,-70.9495,42.1751
Mercy Hospital - Fort Smith (FKA St Edward Mercy Medical Center),True,283,D,385.0,Mercy (MO),B,7027,FORT SMITH,AR,72917,Resource Optimization and Innovation (ROi),72917,-94.3985,35.3859
Wilson N Jones Regional (FKA Texas Health Presbyterian Hospital - WNJ),True,3980,B,237.0,Alecto Healthcare Services,B,780811,SHERMAN,TX,75092,Vizient,75092,-96.6184,33.6372
Carrus Rehabilitation Hospital,False,560449,D,24.0,Carrus Hospitals,D,560450,SHERMAN,TX,75092,,75092,-96.6184,33.6372
Carrus Specialty Hospital,False,5952,D,16.0,Carrus Hospitals,D,560450,SHERMAN,TX,75092,Vizient,75092,-96.6184,33.6372
TMC Behavioral Health Center,False,841699,C,156.0,Universal Health Services,A,7055,SHERMAN,TX,75092,Premier Inc,75092,-96.6184,33.6372
Wilson N Jones Regional Medical Center Behavioral Health,False,841644,D,156.0,,,-1,SHERMAN,TX,75092,,75092,-96.6184,33.6372
Campbell County Memorial Hospital,False,4601,B,215.0,,,-1,GILLETTE,WY,82716,Vizient,82716,-105.4974,44.282
Hahnemann University Hospital,True,3564,B,399.0,Paladin Healthcare,B,853435,PHILADELPHIA,PA,19102,"Intalere (FKA: Amerinet), Vizient",19102,-75.1661,39.9489
Magee Rehabilitation Hospital,False,5529,D,96.0,,,-1,PHILADELPHIA,PA,19102,Magnet Group,19102,-75.1661,39.9489
Rush University Medical Center,True,1149,A,675.0,Rush (AKA Rush Health),A,7233,CHICAGO,IL,60612,"Vizient, Intalere (FKA: Amerinet)",60612,-87.6873,41.8805
John H Stroger Hospital,False,1140,B,448.0,Cook County Health & Hospitals System,C,7197,CHICAGO,IL,60612,"Intalere (FKA: Amerinet), Vizient, Premier Inc",60612,-87.6873,41.8805
University Of Illinois Hospital,False,1142,B,517.0,University of Illinois Hospital & Health Sciences System (AKA UI Health),C,939855,CHICAGO,IL,60612,Vizient,60612,-87.6873,41.8805
Childrens Hospital University of Illinois,False,854763,B,156.0,University of Illinois Hospital & Health Sciences System (AKA UI Health),C,939855,CHICAGO,IL,60612,Vizient,60612,-87.6873,41.8805
Jesse Brown VA Medical Center,False,1155,D,156.0,VA Great Lakes Health Care System (VISN 12),D,541806,CHICAGO,IL,60612,Department of Veterans Affairs,60612,-87.6873,41.8805
Rush University Childrens Hospital (FKA Rush Childrens Hospital),False,854757,B,156.0,Rush (AKA Rush Health),A,7233,CHICAGO,IL,60612,"Vizient, Intalere (FKA: Amerinet)",60612,-87.6873,41.8805
CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),False,249,D,213.0,CHI St Vincent (St Vincent Health System),D,7273,HOT SPRINGS NATIONAL PARK,AR,71913,HealthTrust Purchasing Group (HPG),71913,-93.04299999999999,34.4689
CHRISTUS Dubuis Hospital of Hot Springs (FKA Advance Care Hospital of Hot Springs),False,6039,D,26.0,CHRISTUS Dubuis Health System (AKA CHRISTUS Continuing Care),D,274413,HOT SPRINGS NATIONAL PARK,AR,71913,,71913,-93.04299999999999,34.4689
CHI Saint Vincent Hot Springs Rehabilitation Hospital - HealthSouth,False,843028,C,40.0,Encompass Health Corporation (FKA HealthSouth),B,7277,HOT SPRINGS NATIONAL PARK,AR,71913,Vizient,71913,-93.04299999999999,34.4689
Trinitas Regional Medical Center,False,2701,B,470.0,,,-1,ELIZABETH,NJ,7202,"Premier Inc, Provista, Vizient",7202,-74.2215,40.6565
CareOne at Trinitas Regional Medical Center,False,764462,D,277.0,CareOne,D,582519,ELIZABETH,NJ,7202,,7202,-74.2215,40.6565
Speare Memorial Hospital,True,2624,D,25.0,,,-1,PLYMOUTH,NH,3264,"Intalere (FKA: Amerinet), Magnet Group",3264,-71.6881,43.757
Stillwater Medical Center,True,3346,C,103.0,,,-1,STILLWATER,OK,74076,"Provista, Vizient",74076,-97.0551,36.0724
Southwestern Vermont Medical Center,True,4244,C,78.0,Dartmouth-Hitchcock Health,B,7107,BENNINGTON,VT,5201,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Afaxys, Greenhealth Exchange, Provista",5201,-73.1923,42.8827
Mount Auburn Hospital,True,1946,A,198.0,CareGroup Healthcare System,C,542229,CAMBRIDGE,MA,2138,Vizient,2138,-71.1256,42.376999999999995
Spaulding Hospital For Continuing Care Cambridge (FKA Youville Hospital),False,5870,C,180.0,Partners HealthCare,A,7001,CAMBRIDGE,MA,2138,Vizient,2138,-71.1256,42.376999999999995
Cottage Hospital,True,2621,C,35.0,,,-1,WOODSVILLE,NH,3785,"Intalere (FKA: Amerinet), Vizient, McKesson Pharmaceutical",3785,-71.9892,44.1385
Brattleboro Memorial Hospital,True,4253,C,47.0,,,-1,BRATTLEBORO,VT,5301,"Magnet Group, Vizient",5301,-72.5933,42.8574
OCH Regional Medical Center,True,2303,B,88.0,,,-1,STARKVILLE,MS,39759,"Intalere (FKA: Amerinet), Magnet Group, Vizient",39759,-88.8196,33.4505
Monadnock Community Hospital,True,2630,D,25.0,GraniteOne Health,D,902544,PETERBOROUGH,NH,3458,"Intalere (FKA: Amerinet), Magnet Group, Vizient",3458,-71.947,42.8856
Sutter Novato Community Hospital (AKA Novato Community Hospital ),False,448,B,47.0,Sutter Health,A,4717,NOVATO,CA,94945,Vizient,94945,-122.5714,38.1163
AMITA Health Adventist Medical Center - Bolingbrook,True,1276,B,138.0,AMITA Health Adventist Midwest Health,B,551611,BOLINGBROOK,IL,60440,"The Resource Group (AKA Resource & Supply Management Group - Ascension Health), McKesson Pharmaceutical, Premier Inc",60440,-88.0873,41.6976
Riverside Medical Center,True,496,A,226.0,Kaiser Permanente - Southern California Region,A,845346,RIVERSIDE,CA,92505,"Vizient, National Capital Area Shared Services Inc",92505,-117.4867,33.9228
