NAME,LATITUDE,LONGITUDE,CITY,STATE
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE,32.22296388,-98.20439992,STEPHENVILLE,TX
HOSPITAL FOR SURGICAL EXCELLENCE OF OAKBEND MEDICAL CENTER,29.60525569,-95.63617526,SUGAR LAND,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER - SUNNYVALE,32.77911727,-96.56881181,SUNNYVALE,TX
SCOTT & WHITE MEDICAL CENTER TEMPLE,31.07744745,-97.36344799,TEMPLE,TX
MAINLAND MEDICAL CENTER,29.39408738,-94.98604898,TEXAS CITY,TX
WADLEY REGIONAL MEDICAL CENTER,33.42891417,-94.04762712,TEXARKANA,TX
MEMORIAL HERMANN THE WOODLANDS HOSPITAL,30.17433545,-95.454342,THE WOODLANDS,TX
ST. LUKE'S THE WOODLANDS HOSPITAL,30.20570177,-95.45813315,THE WOODLANDS,TX
ST. LUKE'S LAKESIDE HOSPITAL,30.20329534,-95.45738652,THE WOODLANDS,TX
CHI HEALTH SCHUYLER,41.45576915,-97.060697,SCHUYLER,NE
BELLEVUE MEDICAL CENTER DBA NEBRASKA MEDICINE - B,41.1374108,-95.94789084,BELLEVUE,NE
TOMBALL REGIONAL HOSPITAL,30.08730408,-95.62369558,TOMBALL,TX
ST. LUKES SUGAR LAND HOSPITAL,29.60445437,-95.62032464,SUGAR LAND,TX
MARY HITCHCOCK MEMORIAL HOSPITAL,43.67619155,-72.27333464,LEBANON,NH
CHRISTUS ST. MICHAEL HEALTH SYSTEM,33.46417889,-94.0754934,TEXARKANA,TX
EAST TEXAS MEDICAL CENTER TRINITY,30.95686367,-95.38104923,TRINITY,TX
CHRISTUS MOTHER FRANCES HOSPITAL - TYLER,32.34276945,-95.29164026,TYLER,TX
BAYLOR MEDICAL CENTER AT TROPHY CLUB,32.98851186,-97.17489987,TROPHY CLUB,TX
EAST TEXAS MEDICAL CENTER,32.33847952,-95.2907682,TYLER,TX
UVALDE MEMORIAL HOSPITAL,29.21411967,-99.76783721,UVALDE,TX
WILBARGER GENERAL HOSPITAL,34.15861525,-99.31516051,VERNON,TX
MEMORIAL HOSPITAL,40.91002173,-97.0914344,SEWARD,NE
CHI HEALTH PLAINVIEW,42.35883298,-97.78578075,PLAINVIEW,NE
CITIZENS MEDICAL CENTER,28.81287726,-96.97773874,VICTORIA,TX
DETAR HOSPITAL NAVARRO,28.80806986,-96.99834405,VICTORIA,TX
PROVIDENCE HEALTH CENTER,31.51425066,-97.19949097,WACO,TX
BAYLOR MEDICAL CENTER AT WAXAHACHIE,32.39634203,-96.86539388,WAXAHACHIE,TX
CLEAR LAKE REGIONAL MEDICAL CENTER,29.54130675,-95.12781514,WEBSTER,TX
WEATHERFORD REGIONAL MEDICAL CENTER,32.74811822,-97.78581052,WEATHERFORD,TX
HOUSTON PHYSICIANS' HOSPITAL,29.53384927,-95.12619308,WEBSTER,TX
KNAPP MEDICAL CENTER,26.1532284,-97.97761937,WESLACO,TX
GULF COAST MEDICAL CENTER,29.32856983,-96.11750464,WHARTON,TX
PARKVIEW HOSPITAL,35.43933961,-100.2703597,WHEELER,TX
LAKE WHITNEY MEDICAL CENTER,31.95080671,-97.31981573,WHITNEY,TX
KELL WEST REGIONAL HOSPITAL,33.87282117,-98.58030421,WICHITA FALLS,TX
NORTH RUNNELS HOSPITAL,31.94922151,-99.95913544,WINTERS,TX
TYLER COUNTY HOSPITAL,30.77603582,-94.42763632,WOODVILLE,TX
TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,32.88113418,-96.76243766,DALLAS,TX
MEDICAL CITY DALLAS HOSPITAL,32.91193288,-96.77407387,DALLAS,TX
METHODIST CHARLTON MEDICAL CENTER,32.64576186,-96.87684862,DALLAS,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER - WHITE ROCK,32.83478291,-96.70493202,DALLAS,TX
BAYLOR MEDICAL CENTER AT UPTOWN,32.80424638,-96.79495495,DALLAS,TX
METHODIST DALLAS MEDICAL CENTER,32.76037381,-96.82602355,DALLAS,TX
DALLAS MEDICAL CENTER,32.91526053,-96.86979587,DALLAS,TX
LIFECARE HOSPITALS OF SOUTH TEXAS - MCALLEN SOUTH,26.18198646,-98.20849156,MCALLEN,TX
APOLLO HOSPITAL,30.17493529,-95.45717139,THE WOODLANDS,TX
ARISE AUSTIN MEDICAL CENTER,30.27075965,-97.79596702,AUSTIN,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER - MCKINNEY,33.22097161,-96.68260102,MCKINNEY,TX
EFFICACY HEALTH SERVICES LLC,29.80399811,-95.50873347,HOUSTON,TX
CHRISTUS SPOHN HOSPITAL ALICE,27.76401647,-98.04172626,ALICE,TX
HOUSTON METHODIST WEST HOSPITAL,29.78715662,-95.69782808,HOUSTON,TX
ALTUS LUMBERTON LP,30.26188935,-94.22092692,LUMBERTON,TX
CRESCENT MEDICAL CENTER LANCASTER,32.60292166,-96.81241605,LANCASTER,TX
UNM CHILDREN'S PSYCHIATRIC CENTER,35.09271048,-106.6215342,ALBUQUERQUE,NM
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,35.65944099,-105.9457805,SANTA FE,NM
MEDICAL CITY FRISCO,33.1510055,-96.83898502,FRISCO,TX
HEREFORD REGIONAL MEDICAL CENTER,34.83951878,-102.4139875,HEREFORD,TX
HOUSTON METHODIST HOSPTIAL,29.71052314,-95.39893888,HOUSTON,TX
HOUSTON METHODIST WILLOWBROOK HOSPITAL,29.96646877,-95.55114453,HOUSTON,TX
PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI SOUTH,27.67977415,-97.37023765,CORPUS CHRISTI,TX
PRISTINE HOSPITAL OF PASADENA,29.70265448,-95.20031123,PASADENA,TX
NEW LIFE HOSPITAL,30.02458106,-95.44853039,HOUSTON,TX
RENAISSANCE HOSPITAL TERRELL,32.71061357,-96.27915304,TERRELL,TX
BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,30.5233139,-97.81984631,CEDAR PARK,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKEWAY,30.33294103,-97.97152991,AUSTIN,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER - COLLEGE STATION,30.5823184,-96.27939535,COLLEGE STATION,TX
TEXAS GENERAL HOSPITAL,32.73294147,-97.0493792,GRAND PRAIRIE,TX
SHELBY REGIONAL MEDICAL CENTER,31.79622875,-94.18916218,CENTER,TX
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,32.93068061,-97.30991228,FORT WORTH,TX
SAINT CAMILLUS MEDICAL CENTER,32.84301691,-97.18803686,HURST,TX
PLANO SURGICAL HOSPITAL,33.03172907,-96.85401854,PLANO,TX
THE MEDICAL CENTER OF SOUTHEAST TEXAS VICTORY CAMPUS,30.1121411,-94.16975617,BEAUMONT,TX
WESTSIDE SURGICAL HOSPTIAL,29.73086764,-95.44509711,HOUSTON,TX
AD HOSPITAL EAST LLC,29.77063353,-95.20029102,HOUSTON,TX
SAM RAYBURN MEMORIAL VETERANS CENTER,33.58458954,-96.16663814,BONHAM,TX
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI SOUTH,27.68406754,-97.37753257,CORPUS CHRISTI,TX
NORTHEAST METHODIST HOSPITAL,29.55246452,-98.34826131,LIVE OAK,TX
MISSION TRAIL BAPTIST HOSPITAL-ER,29.34478851,-98.43848672,SAN ANTONIO,TX
ST DAVID'S GEORGETOWN HOSPITAL,30.62609475,-97.68871248,GEORGETOWN,TX
NORTH CENTRAL BAPTIST HOSPITAL,29.6203791,-98.49142829,SAN ANTONIO,TX
NORTHEAST BAPTIST HOSPITAL,29.519597,-98.42905798,SAN ANTONIO,TX
METROPOLITAN METHODIST HOSPITAL,29.44180343,-98.49098397,SAN ANTONIO,TX
ST LUKE'S BAPTIST HOSPITAL,29.51254941,-98.57491087,SAN ANTONIO,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,31.48918306,-97.15754299,WACO,TX
CHRISTUS SOUTHEAST TEXAS - ST MARY,29.90942468,-93.92443983,PORT ARTHUR,TX
HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP,29.81193328,-95.3118817,HOUSTON,TX
EAST HOUSTON REGIONAL MED CTR,29.77236697,-95.19334666,HOUSTON,TX
BAPTIST EMERGENCY HOSPITAL - OVERLOOK,29.68086195,-98.45508857,SAN ANTONIO,TX
BAPTIST EMERGENCY HOSPITAL - HAUSMAN,29.57078372,-98.64882103,SAN ANTONIO,TX
MATAGORDA REGIONAL MEDICAL CENTER,28.98004701,-95.9916774,BAY CITY,TX
BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,29.35182455,-98.53302117,SAN ANTONIO,TX
MEMORIAL HERMANN PEARLAND HOSPITAL,29.56350045,-95.38867972,PEARLAND,TX
PEARLAND MEDICAL CENTER,29.57770107,-95.39018235,PEARLAND,TX
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,30.51281125,-98.30453796,MARBLE FALLS,TX
BAYLOR EMERGENCY MEDICAL CENTER,33.01223393,-96.62435282,MURPHY,TX
EMINENT MEDICAL CENTER,32.99919628,-96.75579418,RICHARDSON,TX
STONEWALL MEMORIAL HOSPITAL,33.15056005,-100.2291844,ASPERMONT,TX
PERMIAN REGIONAL MEDICAL CENTER,32.33804336,-102.54599,ANDREWS,TX
METHODIST RICHARDSON MEDICAL CENTER,32.99608156,-96.66649032,RICHARDSON,TX
MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,40.76427432,-73.95659552,NEW YORK,NY
BAYLOR SCOTT & WHITE HOSPITAL - BRENHAM,30.14567251,-96.39932133,BRENHAM,TX
SCENIC MOUNTAIN MEDICAL CENTER,32.23637785,-101.4916755,BIG SPRING,TX
STAR MEDICAL CENTER,33.00140185,-96.77180156,PLANO,TX
CATSKILL REGIONAL MEDICAL CENTER,41.70906079,-74.7375244,HARRIS,NY
GRACE HOSPITAL,41.4806953,-81.69086847,CLEVELAND,OH
LITTLE RIVER HEALTHCARE - CAMERON HOSPITAL,30.85727942,-96.97747417,CAMERON,TX
BRIDGEWELL HOSPITAL OF CINCINNATI,39.17317584,-84.42999521,CINCINNATI,OH
FAYETTE COUNTY MEMORIAL HOSPITAL,39.54785694,-83.42709496,WASHINGTON CH,OH
ADVANCED SPECIALTY HOSPITAL OF TOLEDO,41.62020626,-83.5962441,TOLEDO,OH
ELMWOOD HEALTHCARE CENTER AT THE SPRINGS,41.26263275,-83.05312277,GREEN SPRINGS,OH
GREENBRIAR REHABILITATION HOSPITAL,41.00301259,-80.63504286,BOARDMAN,OH
CRYSTAL CLINIC ORTHOPAEDIC CENTER,41.09693037,-81.51345126,AKRON,OH
BAPTIST EMERGENCY HOSPITAL,29.59427531,-98.29008482,SCHERTZ,TX
RESOLUTE HEALTH,29.72200582,-98.06999717,NEW BRAUNFELS,TX
FIRST BAPTIST MEDICAL CENTER,32.88843795,-96.7665543,DALLAS,TX
FIRST TEXAS HOSPITAL,32.98553017,-96.89841644,CARROLLTON,TX
CHILDREN'S HOSPITAL OF ORANGE COUNTY,33.78081013,-117.8657765,ORANGE,CA
MONTCLAIR HOSPITAL MEDICAL CENTER,34.07875777,-117.6959766,MONTCLAIR,CA
PIH HOSPITAL - DOWNEY,33.9343518,-118.130904,DOWNEY,CA
PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,33.73901823,-118.3062738,SAN PEDRO,CA
PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,33.83934812,-118.3597215,TORRANCE,CA
SONORA REGIONAL MEDICAL CENTER D/P SNF (UNIT 6 AND 7),37.97966734,-120.3907956,SONORA,CA
USC VERDUGO HILLS HOSPITAL,34.20488886,-118.21598,GLENDALE,CA
KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,33.85198788,-117.8441945,ANAHEIM,CA
SANTA BARBARA COTTAGE HOSPITAL,34.42946669,-119.723809,SANTA BARBARA,CA
CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,33.90608164,-84.35395184,ATLANTA,GA
DEKALB MEDICAL CENTER,33.79108914,-84.2829101,DECATUR,GA
HSHS ST CLARE MEMORIAL HOSPITAL,44.86533455,-88.12769344,OCONTO FALLS,WI
GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,43.13318413,-90.70863516,BOSCOBEL,WI
ACADIA GENERAL HOSPITAL,30.22600918,-92.36365071,CROWLEY,LA
UNIVERSITY HEALTH CONWAY,32.45088913,-92.1067958,MONROE,LA
WOMAN'S HOSPITAL,30.38565533,-91.03805021,BATON ROUGE,LA
CROSSING RIVERS HEALTH MEDICAL CENTER,43.02220605,-91.11439988,PRAIRIE DU CHIEN,WI
ROGERS MEMORIAL HOSPITAL BROWN DEER,43.18730941,-87.9676262,BROWN DEER,WI
UW HEALTH REHABILITATION HOSPITAL,43.15303898,-89.29670252,MADISON,WI
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,34.05013083,-117.2640945,LOMA LINDA,CA
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",33.92263707,-118.2438013,LOS ANGELES,CA
RIDGECREST REGIONAL HOSPITAL TRANSITIONAL CARE & REHABILITATION,35.64090045,-117.6726311,RIDGECREST,CA
SUTTER SANTA ROSA REGIONAL HOSPITAL,38.49495922,-122.751872,SANTA ROSA,CA
BANNER FORT COLLINS MEDICAL CENTER,40.52112296,-105.0093607,FORT COLLINS,CO
CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS,39.5573325,-105.0100129,HIGHLANDS RANCH,CO
ST ANTHONY NORTH HEALTH CAMPUS,39.95659556,-104.9911407,WESTMINSTER,CO
MASONICARE HEALTH CENTER,41.46270592,-72.8362394,WALLINGFORD,CT
MERCY MEDICAL CENTER-DUBUQUE,42.49250564,-90.67477863,DUBUQUE,IA
TRINITY MUSCATINE,41.43340782,-91.05445751,MUSCATINE,IA
GAYLORD HOSPITAL,41.47288478,-72.85676125,WALLINGFORD,CT
IOWA CITY VA MEDICAL CENTER,41.6637023,-91.54848851,IOWA CITY,IA
"NATCHAUG HOSPITAL, INC.",41.74110392,-72.19801148,MANSFIELD CENTER,CT
"SILVER HILL HOSPITAL, INC.",41.16540629,-73.46992282,NEW CANAAN,CT
HOSPITAL FOR SICK CHILDREN PEDIATRIC CENTER,38.94116394,-76.9808448,WASHINGTON,DC
MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,38.91195851,-77.07525457,WASHINGTON,DC
BRIDGEPOINT HOSPITAL HADLEY,38.82512896,-77.01314839,WASHINGTON,DC
CHILDREN'S NATIONAL MEDICAL CENTER,38.92726607,-77.01439372,WASHINGTON,DC
MEDSTAR NATIONAL REHABILITATION HOSPITAL,38.93054252,-77.01334348,WASHINGTON,DC
MEDSTAR WASHINGTON HOSPITAL CENTER,38.92965194,-77.0156483,WASHINGTON,DC
GEORGE WASHINGTON UNIVERSITY HOSPITAL,38.90131901,-77.05063668,WASHINGTON,DC
HOWARD UNIVERSITY HOSPITAL,38.91754841,-77.02009375,WASHINGTON,DC
PROVIDENCE HOSPITAL,38.94328726,-76.99122933,WASHINGTON,DC
SIBLEY MEMORIAL HOSPITAL,38.9362208,-77.1092389,WASHINGTON,DC
PSYCHIATRIC INSTITUTE OF WASHINGTON,38.94390262,-77.07796244,WASHINGTON,DC
WASHINGTON DC VETERANS AFFAIRS MEDICAL CENTER,38.92927663,-77.01024492,WASHINGTON,DC
ALFRED I. DUPONT HOSPITAL FOR CHILDREN,39.77938092,-75.55532113,WILMINGTON,DE
BAYHEALTH MILFORD MEMORIAL HOSPITAL,38.90704797,-75.4329078,MILFORD,DE
CHRISTIANA CARE-CHRISTIANA HOSPITAL,39.68748604,-75.66912143,NEWARK,DE
CHRISTIANA CARE-WILMINGTON HOSPITAL,39.7514639,-75.5496618,WILMINGTON,DE
DELAWARE PSYCHIATRIC CENTER,39.70133571,-75.5770175,NEW CASTLE,DE
HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN,39.45343421,-75.67752226,MIDDLETOWN,DE
WILMINGTON VETERANS AFFAIRS MEDICAL CENTER,39.74007567,-75.6063093,WILMINGTON,DE
HEALTHSOUTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,28.64633056,-81.41305908,ALTAMONTE SPRINGS,FL
BETHESDA HOSPITAL WEST,26.52972805,-80.19976772,BOYNTON BEACH,FL
SUNCOAST BEHAVIORAL HEALTH CENTER,27.45972796,-82.61295143,BRADENTON,FL
BRANDON REGIONAL HOSPITAL,27.93299888,-82.2878102,BRANDON,FL
BAYFRONT HEALTH BROOKSVILLE,28.53883382,-82.4434916,BROOKSVILLE,FL
CENTURY HOSPITAL MEDICAL CENTER,30.97039384,-87.25759799,CENTURY,FL
BAYFRONT HEALTH DADE CITY,28.34796286,-82.20072008,DADE CITY,FL
SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,29.24256233,-81.10741884,DAYTONA BEACH,FL
DELRAY MEDICAL CENTER,26.43719284,-80.12778775,DELRAY BEACH,FL
96TH MEDICAL GROUP-EGLIN HOSPITAL,30.46083986,-86.55523265,EGLIN AFB,FL
PARK ROYAL HOSPITAL,26.51043166,-81.90956898,FORT MYERS,FL
"HACIENDA CHILDREN'S HOSPITAL, INC",33.38153727,-111.8446262,MESA,AZ
SCOTTSDALE HEALTHCARE THOMPSON PEAK,33.67112932,-111.9223224,SCOTTSDALE,AZ
PROMISE HOSPITAL OF FORT MYERS,26.6304105,-81.80295058,FORT MYERS,FL
MERCY MEDICAL CENTER-NEW HAMPTON,43.06271303,-92.32154429,NEW HAMPTON,IA
CLARKE COUNTY PUBLIC HOSPITAL,41.02611913,-93.76852658,OSCEOLA,IA
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,25.86854243,-80.31226968,HIALEAH,FL
LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,26.02055141,-80.18022513,HOLLYWOOD,FL
UF HEALTH JACKSONVILLE,30.34850524,-81.66427482,JACKSONVILLE,FL
NAVAL JACKSONVILLE HOSPITAL,30.20883704,-81.68410578,JACKSONVILLE,FL
WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,30.31539249,-81.66331727,JACKSONVILLE,FL
REHABILIATION HOSPITAL OF OVERLAND PARK,38.93545055,-94.64465538,OVERLAND PARK,KS
SATANTA DISTRICT HOSPITAL,37.43709292,-100.9865629,SATANTA,KS
SCOTT COUNTY HOSPITAL,38.48488526,-100.9038894,SCOTT CITY,KS
POINCIANA MEDICAL CENTER,28.14478076,-81.47668786,KISSIMMEE,FL
LIFESTREAM BEHAVIORAL CENTER,28.83690409,-81.89548304,LEESBURG,FL
LIFESTREAM BEHAVIORAL CENTER,28.81095363,-81.87791902,LEESBURG,FL
LEESBURG REHABILITATION HOSPITAL,28.81810186,-81.87440022,LEESBURG,FL
ANNE BATES LEACH EYE HOSPITAL,25.79114079,-80.21080036,MIAMI,FL
UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,25.78879706,-80.21456003,MIAMI,FL
UNIVERSITY OF MIAMI HOSPITAL,25.78867201,-80.21591566,MIAMI,FL
MERCY HOSPITAL,25.74015862,-80.21435329,MIAMI,FL
MIAMI MEDICAL CENTER,25.77831589,-80.29358797,MIAMI,FL
DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,42.33626713,-71.07069042,BOSTON,MA
PROMISE HOSPITAL OF MIAMI,25.90033692,-80.33152337,MIAMI LAKES,FL
ARBOUR FULLER HOSPITAL,41.92408385,-71.36112256,ATTLEBORO,MA
ARBOUR HUMAN RESOURCE INSTITUTE,42.35077951,-71.12124228,BROOKLINE,MA
BALDPATE HOSPITAL,42.70521015,-71.01111806,GEORGETOWN,MA
ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,30.10876243,-81.83268869,MIDDLEBURG,FL
NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS,26.2743089,-81.78874501,NAPLES,FL
PHYSICIANS REGIONAL - COLLIER BOULEVARD,26.10553542,-81.68488477,NAPLES,FL
PHYSICIANS REGIONAL - PINE RIDGE,26.21395287,-81.73268379,NAPLES,FL
FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,42.34997282,-71.14263104,BOSTON,MA
AVERA HOLY FAMILY HOSPITAL,43.40998667,-94.83365792,ESTHERVILLE,IA
HEALTHSOUTH REHABILITATION HOSPITAL OF OCALA,29.16587554,-82.16233494,OCALA,FL
MERCY MEDICAL CENTER-DYERSVILLE,42.47562714,-91.13053568,DYERSVILLE,IA
FLOYD COUNTY MEMORIAL HOSPITAL,43.05145465,-92.68364371,CHARLES CITY,IA
ASPIRE HEALTH PARTNERS INC,28.56763289,-81.43424488,ORLANDO,FL
ORLANDO REGIONAL MEDICAL CENTER,28.52572322,-81.37720355,ORLANDO,FL
BAYFRONT HEALTH PORT CHARLOTTE,26.98892519,-82.09569026,PORT CHARLOTTE,FL
TRADITION MEDICAL CENTER,27.26124677,-80.42606953,PORT SAINT LUCIE,FL
BAYFRONT HEALTH PUNTA GORDA,26.94094642,-82.0402774,PUNTA GORDA,FL
ST. JOSEPH'S HOSPITAL SOUTH,27.78778121,-82.34510464,RIVERVIEW,FL
EDWARD WHITE HOSPITAL,27.78174203,-82.66467764,SAINT PETERSBURG,FL
ST. JOSEPH'S CHILDREN'S HOSPITAL,27.98250327,-82.49066207,TAMPA,FL
HEALTHSOUTH REHABILITATION HOSPITAL AT MARTIN HEALTH,27.13343729,-80.22245582,STUART,FL
ST JOSEPH'S HOSPITAL,27.98214009,-82.49185148,TAMPA,FL
FLORIDA HOSPITAL WESLEY CHAPEL,28.19562413,-82.35114261,WESLEY CHAPEL,FL
NORTH TAMPA BEHAVIORAL HEALTH,28.20036654,-82.32381142,WESLEY CHAPEL,FL
WINTER HAVEN WOMEN'S HOSPITAL,28.00897569,-81.72617786,WINTER HAVEN,FL
HEBREW REHABILITATION CENTER,42.29680056,-71.13179781,BOSTON,MA
KINDRED HOSPITAL BOSTON,42.3466,-71.1419,BOSTON,MA
VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,42.327,-71.1103,JAMAICA PLAIN,MA
LEMUEL SATTUCK HOSPITAL,42.299581,-71.10174298,BOSTON,MA
BAUM-HARMON MEMORIAL HOSPITAL,43.08882905,-95.62368093,PRIMGHAR,IA
CHI HEALTH - MERCY CORNING,40.98901582,-94.74846298,CORNING,IA
CASS COUNTY MEMORIAL HOSPITAL,41.40132036,-94.99111456,ATLANTIC,IA
STEWART MEMORIAL COMMUNITY HOSPITAL,42.26561789,-94.74918405,LAKE CITY,IA
MANNING GENERAL HOSPITAL,41.90756887,-95.06479905,MANNING,IA
ADAIR COUNTY MEMORIAL HOSPITAL,41.30379798,-94.45203545,GREENFIELD,IA
GRINNELL GENERAL HOSPITAL,41.74267347,-92.73440115,GRINNELL,IA
SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER,43.07209078,-96.17607879,SIOUX CENTER,IA
ORANGE CITY MUNICIPAL HOSPITAL,43.00960634,-96.05886104,ORANGE CITY,IA
IOWA LUTHERAN HOSPITAL,41.60201487,-93.60959589,DES MOINES,IA
IOWA METHODIST MEDICAL CENTER,41.58944333,-93.63381099,DES MOINES,IA
TRINITY BETTENDORF,41.56607181,-90.51974006,BETTENDORF,IA
MARY GREELEY MEDICAL CENTER,42.03259133,-93.61150603,AMES,IA
WAVERLY MUNICIPAL HOSPITAL,42.72268879,-92.48257644,WAVERLY,IA
FORT MADISON COMMUNITY HOSPITAL,40.62580677,-91.38431337,FORT MADISON,IA
KEOKUK AREA HOSPITAL,40.40694325,-91.3870536,KEOKUK,IA
STORY COUNTY HOSPITAL NORTH,42.01709827,-93.45276476,NEVADA,IA
STORY CITY MEMORIAL HOSPITAL,42.19007926,-93.59411806,STORY CITY,IA
REGIONAL MEDICAL CENTER,42.48498867,-91.46662452,MANCHESTER,IA
GREAT RIVER MEDICAL CENTER,40.80934797,-91.17308016,WEST BURLINGTON,IA
JACKSON COUNTY PUBLIC HOSPITAL,42.07238887,-90.67332283,MAQUOKETA,IA
BOONE COUNTY HOSPITAL,42.05599358,-93.87696264,BOONE,IA
DECATUR COUNTY HOSPITAL,40.75087608,-93.74547615,LEON,IA
TRINITY REGIONAL HOSPITAL,42.49221018,-94.19217957,FORT DODGE,IA
ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,41.56294365,-95.88561847,MISSOURI VALLEY,IA
CHEROKEE REGIONAL MEDICAL CENTER,42.75944243,-95.54784298,CHEROKEE,IA
DALLAS COUNTY HOSPITAL,41.83363155,-94.0938922,PERRY,IA
HANSEN FAMILY HOSPITAL,42.50069575,-93.26068656,IOWA FALLS,IA
HORN MEMORIAL HOSPITAL,42.33889116,-95.4598175,IDA GROVE,IA
JEFFERSON COUNTY HEALTH CENTER,40.98646243,-91.9655487,FAIRFIELD,IA
JONES REGIONAL MEDICAL CENTER,42.10151275,-91.26261485,ANAMOSA,IA
VETERANS MEMORIAL HOSPITAL,43.26867508,-91.47411099,WAUKON,IA
CRAWFORD COUNTY MEMORIAL HOSPITAL,42.02435225,-95.37802393,DENISON,IA
MERCY MEDICAL CENTER WEST LAKES,41.59717847,-93.78976814,WEST DES MOINES,IA
METHODIST WEST HOSPITAL,41.59660826,-93.79570965,WEST DES MOINES,IA
VAN BUREN COUNTY HOSPITAL,40.7365392,-91.95804475,KEOSAUQUA,IA
SHRINERS' HOSPITAL FOR CHILDREN,42.36309255,-71.06630188,BOSTON,MA
IOWA MEDICAL AND CLASSIFICATION CENTER,41.71363806,-91.61097519,CORALVILLE,IA
MANNING REGIONAL HEALTHCARE,41.9045422,-95.07555422,MANNING,IA
DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,41.3225916,-93.11408065,KNOXVILLE,IA
MAHASKA COUNTY HOSPITAL,41.29928929,-92.62956359,OSKALOOSA,IA
KNOXVILLE AREA COMMUNITY HOSPITAL,41.31111781,-93.11181984,KNOXVILLE,IA
PELLA REGIONAL HEALTH CENTER,41.41300324,-92.91092256,PELLA,IA
OSCEOLA COMMUNITY HOSPITAL,43.41030789,-95.74309853,SIBLEY,IA
CLARINDA REGIONAL HEALTH CENTER,40.72348143,-95.0432056,CLARINDA,IA
SPAULDING REHABILITATION HOSPITAL,42.37850908,-71.04905555,BOSTON,MA
POCAHONTAS COMMUNITY HOSPITAL,42.74102479,-94.67787501,POCAHONTAS,IA
RINGGOLD COUNTY HOSPITAL,40.71882331,-94.2225789,MOUNT AYR,IA
MYRTUE MEMORIAL HOSPITAL,41.6469824,-95.32683758,HARLAN,IA
HAWARDEN REGIONAL HEALTHCARE,42.99857403,-96.47984859,HAWARDEN,IA
HEGG MEMORIAL HEALTH CENTER,43.20279387,-96.28396826,ROCK VALLEY,IA
ORANGE CITY AREA HEALTH SYSTEM,42.99454154,-96.04511059,ORANGE CITY,IA
IOWA SPECIALTY HOSPITAL-CLARION,42.72140003,-93.73324706,CLARION,IA
IOWA SPECIALTY HOSPITAL - BELMOND,42.84527066,-93.61228349,BELMOND,IA
SIOUX CENTER HEALTH,43.06849304,-96.15806865,SIOUX CENTER,IA
WASHINGTON COUNTY HOSPITAL,41.28924836,-91.68764219,WASHINGTON,IA
WAYNE COUNTY HOSPITAL,40.75405103,-93.31152147,CORYDON,IA
WINNESHIEK COUNTY MEMORIAL HOSPITAL,43.29464549,-91.77427348,DECORAH,IA
BOUNDARY COMMUNITY HOSPITAL,48.70230108,-116.3210815,BONNERS FERRY,ID
CARIBOU MEMORIAL HOSPITAL AND LIVING CENTER,42.65301071,-111.6145681,SODA SPRINGS,ID
